Currency,Date,"Exchange Rate"
USD,2012-11-02,130.3442
USD,2012-11-01,130.1015
USD,2012-10-31,130.0272
USD,2012-10-30,129.9543
USD,2012-10-26,130.1585
USD,2012-10-25,130.0182
USD,2012-10-24,129.9260
USD,2012-10-23,129.6239
USD,2012-10-22,128.9909
USD,2012-10-19,128.9114
USD,2012-10-18,128.6954
USD,2012-10-16,128.4349
USD,2012-10-15,128.4985
USD,2012-10-12,128.5822
USD,2012-10-11,128.3627
USD,2012-10-10,128.3052
USD,2012-10-09,128.2126
USD,2012-10-08,128.4836
USD,2012-10-05,129.7020
USD,2012-10-04,129.3008
USD,2012-10-03,129.1417
USD,2012-10-02,129.1083
USD,2012-10-01,129.2609
USD,2012-09-28,129.7943
USD,2012-09-27,130.9677
USD,2012-09-26,130.9657
USD,2012-09-25,131.1501
USD,2012-09-24,131.4135
USD,2012-09-21,131.4845
USD,2012-09-20,131.5943
USD,2012-09-19,132.0422
USD,2012-09-18,132.0030
USD,2012-09-17,132.1385
USD,2012-09-14,131.7911
USD,2012-09-13,131.9484
USD,2012-09-12,132.2466
USD,2012-09-11,132.2940
USD,2012-09-07,132.3629
USD,2012-09-06,132.2999
USD,2012-07-10,133.4704
USD,2012-07-06,133.6876
USD,2012-07-02,133.7490
USD,2012-06-29,133.3044
USD,2012-06-27,133.1261
USD,2012-06-25,132.8667
USD,2012-06-22,132.8614
USD,2012-06-20,132.4807
USD,2012-06-18,131.7936
USD,2012-06-15,132.0539
USD,2012-06-13,132.3251
USD,2012-06-11,130.3868
USD,2012-06-08,130.1486
USD,2012-04-04,126.6993
USD,2012-03-02,122.0764
USD,2012-03-01,121.9070
USD,2012-02-29,121.1198
USD,2012-02-28,120.5922
USD,2012-02-27,119.8025
USD,2012-02-24,119.1422
USD,2012-02-23,118.6797
USD,2012-02-22,118.4706
USD,2012-02-21,118.5696
USD,2012-02-17,119.3708
USD,2012-02-16,119.8908
USD,2012-02-15,119.1514
USD,2012-02-14,116.1085
USD,2012-02-13,114.9382
USD,2012-02-08,114.2906
USD,2012-02-06,114.0592
USD,2012-02-03,113.8996
USD,2012-02-02,113.8984
USD,2012-02-01,113.8997
USD,2012-01-31,113.9000
USD,2012-01-30,113.8954
USD,2012-01-27,113.9000
USD,2012-01-26,113.8988
USD,2012-01-24,113.9000
USD,2012-01-23,113.9000
USD,2012-01-20,113.9025
USD,2012-01-19,113.9000
USD,2012-01-18,113.8996
USD,2012-01-17,113.8987
USD,2012-01-13,113.9000
USD,2012-01-12,113.8984
USD,2012-01-11,113.9000
USD,2012-01-10,113.9000
USD,2012-01-09,113.9000
USD,2012-01-06,113.8998
USD,2012-01-05,113.9000
USD,2012-01-04,113.9000
USD,2012-01-03,113.8998
USD,2012-01-02,113.8999
USD,2011-12-16,113.9000
USD,2011-12-15,113.9000
USD,2011-12-14,113.9006
USD,2011-12-13,113.8979
USD,2011-12-12,113.8997
USD,2011-12-09,113.8976
USD,2011-12-08,113.8997
USD,2011-12-07,113.9000
USD,2011-12-06,113.9000
USD,2011-12-05,113.9000
USD,2011-12-02,113.9000
USD,2011-12-01,113.8992
USD,2011-11-24,114.0490
USD,2011-11-14,110.2000
USD,2011-11-09,110.2000
USD,2011-10-21,110.2000
USD,2011-10-20,110.1979
USD,2011-10-19,110.1982
USD,2011-10-18,110.1957
USD,2011-10-17,110.2000
USD,2011-10-13,110.1986
USD,2011-10-12,110.1903
USD,2011-10-05,110.1992
USD,2011-10-04,110.1988
USD,2011-10-03,110.1927
USD,2011-09-30,110.1920
USD,2011-09-29,110.1958
USD,2011-09-28,110.2995
USD,2011-09-26,110.3000
USD,2011-09-23,110.2953
USD,2011-09-22,110.1853
USD,2011-09-20,110.1000
USD,2011-09-19,110.0936
USD,2011-09-16,110.0862
USD,2011-09-15,110.0783
USD,2011-09-14,110.1000
USD,2011-09-13,110.0893
USD,2011-09-12,110.1116
USD,2011-09-08,110.1931
USD,2011-09-07,110.1031
USD,2011-09-06,110.0890
USD,2011-09-05,109.9931
USD,2011-09-01,109.8998
USD,2011-08-30,109.8934
USD,2011-08-29,109.9907
USD,2011-08-24,109.9844
USD,2011-08-23,109.9712
USD,2011-08-22,109.9716
USD,2011-08-19,109.9277
USD,2011-08-18,109.9000
USD,2011-08-16,109.8082
USD,2011-08-15,109.6805
USD,2011-08-12,109.7137
USD,2011-08-11,109.7393
USD,2011-08-10,109.7871
USD,2011-08-09,109.7747
USD,2011-08-08,109.7149
USD,2011-08-05,109.6625
USD,2011-08-04,109.6669
USD,2011-08-03,109.5813
USD,2011-08-02,109.4944
USD,2011-08-01,109.4789
USD,2011-07-29,109.4881
USD,2011-07-28,109.4665
USD,2011-07-27,109.4883
USD,2011-07-26,109.4919
USD,2011-07-25,109.4642
USD,2011-07-22,109.4850
USD,2011-07-21,109.4960
USD,2011-07-20,109.4968
USD,2011-07-19,109.4981
USD,2011-07-18,109.4967
USD,2011-07-15,109.6000
USD,2011-07-13,109.5748
USD,2011-07-12,109.5000
USD,2011-07-11,109.4995
USD,2011-07-08,109.5000
USD,2011-07-07,109.4998
USD,2011-07-06,109.4987
USD,2011-07-05,109.4982
USD,2011-07-04,109.5021
USD,2011-07-01,109.5037
USD,2011-06-30,109.6071
USD,2011-06-29,109.6954
USD,2011-06-27,109.5917
USD,2011-06-24,109.5992
USD,2011-06-23,109.5713
USD,2011-06-21,109.5741
USD,2011-06-17,109.5673
USD,2011-06-16,109.5289
USD,2011-06-14,109.4597
USD,2011-06-13,109.4892
USD,2011-06-09,109.4853
USD,2011-06-08,109.6026
USD,2011-06-07,109.6122
USD,2011-06-06,109.7186
USD,2011-06-03,109.7485
USD,2011-06-02,109.6835
USD,2011-06-01,109.6599
USD,2011-05-31,109.7618
USD,2011-05-30,109.8797
USD,2011-05-24,109.8971
USD,2011-05-23,109.7941
USD,2011-05-20,109.7898
USD,2011-05-19,109.7921
USD,2011-05-16,109.7768
USD,2011-05-13,109.7469
USD,2011-05-12,109.7233
USD,2011-05-11,109.7756
USD,2011-05-10,109.7751
USD,2011-05-09,109.7957
USD,2011-05-06,109.7130
USD,2011-05-05,109.7434
USD,2011-05-04,109.7815
USD,2011-05-03,109.9071
USD,2011-04-29,109.8512
USD,2011-04-28,110.1582
USD,2011-04-26,110.1952
USD,2011-04-25,110.2025
USD,2011-04-21,110.3004
USD,2011-04-20,110.3852
USD,2011-04-19,110.3842
USD,2011-04-18,110.3731
USD,2011-04-12,110.3112
USD,2011-04-11,110.3789
USD,2011-04-06,110.3592
USD,2011-04-05,110.3963
USD,2011-04-04,110.2816
USD,2011-04-01,110.3969
USD,2011-03-31,110.3929
USD,2011-03-30,110.3987
USD,2011-03-29,110.3923
USD,2011-03-28,110.3578
USD,2011-03-25,110.3928
USD,2011-03-24,110.3891
USD,2011-03-23,110.3683
USD,2011-03-22,110.3873
USD,2011-03-21,110.3638
USD,2011-03-18,110.3397
USD,2011-03-17,110.3320
USD,2011-03-16,110.3852
USD,2011-03-15,110.1845
USD,2011-03-11,110.0047
USD,2011-03-10,110.0070
USD,2011-03-07,110.5135
USD,2011-02-28,110.7909
USD,2011-02-18,111.0037
USD,2011-02-15,111.0909
USD,2011-02-14,111.0387
USD,2011-02-11,110.9815
USD,2011-02-10,110.9721
USD,2011-02-09,110.9969
USD,2011-02-08,110.9812
USD,2011-02-07,110.8920
USD,2011-01-31,111.1007
USD,2011-01-28,111.0536
USD,2011-01-27,111.0493
USD,2011-01-26,110.9091
USD,2011-01-25,110.9216
USD,2011-01-24,111.0139
USD,2011-01-21,110.9594
USD,2011-01-20,110.8124
USD,2010-11-25,111.2437
USD,2010-11-24,111.3637
USD,2010-11-16,111.6964
USD,2010-11-15,111.6850
USD,2010-11-12,111.6000
USD,2010-11-11,111.6845
USD,2010-11-10,111.5843
USD,2010-11-09,111.5154
USD,2010-10-13,111.9335
USD,2010-09-27,112.3064
USD,2010-09-21,112.5442
USD,2010-09-15,112.5431
USD,2010-09-14,112.6132
USD,2010-08-31,112.6897
USD,2010-08-27,112.6058
USD,2010-08-13,112.3888
USD,2010-07-30,112.5618
USD,2010-07-19,112.7252
USD,2010-07-14,113.1292
USD,2010-07-01,113.5897
USD,2010-06-22,113.4625
USD,2010-06-15,113.5720
USD,2010-06-14,113.5446
USD,2010-06-02,113.7567
USD,2010-06-01,113.8271
USD,2010-05-14,113.6573
USD,2010-05-13,113.7009
USD,2010-05-12,113.6854
USD,2010-05-11,113.6292
USD,2010-05-07,113.6975
